dataElement,period,orgUnit,value
DeMalMix001,202501,OuFasyaHC01,0
DeMalSev001,202501,OuFasyaHC01,0
DeMalDth001,202501,OuFasyaHC01,0
DeMalTrt001,202501,OuFasyaHC01,5
DeMalLln001,202501,OuFasyaHC01,26
DeMalStk001,202501,OuFasyaHC01,2
DeMalExp001,202501,OuFasyaHC01,1
DeMalRec001,202501,OuFasyaHC01,1
DeMalInd001,202501,OuFasyaHC01,4
DeMalImp001,202501,OuFasyaHC01,1
DePopEst001,202501,OuFasyaHC01,24389
DeMalSus001,202502,OuFasyaHC01,56
DeMalRdt001,202502,OuFasyaHC01,33
DeMalMic001,202502,OuFasyaHC01,14
DeMalPos001,202502,OuFasyaHC01,9
DeMalPf0001,202502,OuFasyaHC01,7
DeMalPv0001,202502,OuFasyaHC01,2
DeMalMix001,202502,OuFasyaHC01,0
DeMalSev001,202502,OuFasyaHC01,0
DeMalDth001,202502,OuFasyaHC01,0
DeMalTrt001,202502,OuFasyaHC01,9
DeMalLln001,202502,OuFasyaHC01,7
DeMalStk001,202502,OuFasyaHC01,0
DeMalExp001,202502,OuFasyaHC01,1
DeMalRec001,202502,OuFasyaHC01,1
DeMalInd001,202502,OuFasyaHC01,8
DeMalImp001,202502,OuFasyaHC01,1
DePopEst001,202502,OuFasyaHC01,24389
DeMalSus001,202503,OuFasyaHC01,95
DeMalRdt001,202503,OuFasyaHC01,67
DeMalMic001,202503,OuFasyaHC01,21
DeMalPos001,202503,OuFasyaHC01,12
DeMalPf0001,202503,OuFasyaHC01,9
DeMalPv0001,202503,OuFasyaHC01,3
DeMalMix001,202503,OuFasyaHC01,0
DeMalSev001,202503,OuFasyaHC01,1
DeMalDth001,202503,OuFasyaHC01,0
DeMalTrt001,202503,OuFasyaHC01,11
DeMalLln001,202503,OuFasyaHC01,11
DeMalStk001,202503,OuFasyaHC01,0
DeMalExp001,202503,OuFasyaHC01,1
DeMalRec001,202503,OuFasyaHC01,1
DeMalInd001,202503,OuFasyaHC01,11
DeMalImp001,202503,OuFasyaHC01,1
DePopEst001,202503,OuFasyaHC01,24389
DeMalSus001,202504,OuFasyaHC01,132
DeMalRdt001,202504,OuFasyaHC01,72
DeMalMic001,202504,OuFasyaHC01,31
DeMalPos001,202504,OuFasyaHC01,18
DeMalPf0001,202504,OuFasyaHC01,14
DeMalPv0001,202504,OuFasyaHC01,3
DeMalMix001,202504,OuFasyaHC01,1
DeMalSev001,202504,OuFasyaHC01,1
DeMalDth001,202504,OuFasyaHC01,0
DeMalTrt001,202504,OuFasyaHC01,17
DeMalLln001,202504,OuFasyaHC01,85
DeMalStk001,202504,OuFasyaHC01,2
DeMalExp001,202504,OuFasyaHC01,1
DeMalRec001,202504,OuFasyaHC01,1
DeMalInd001,202504,OuFasyaHC01,17
DeMalImp001,202504,OuFasyaHC01,1
DePopEst001,202504,OuFasyaHC01,24389
DeMalSus001,202505,OuFasyaHC01,196
DeMalRdt001,202505,OuFasyaHC01,116
DeMalMic001,202505,OuFasyaHC01,39
DeMalPos001,202505,OuFasyaHC01,30
DeMalPf0001,202505,OuFasyaHC01,26
DeMalPv0001,202505,OuFasyaHC01,4
DeMalMix001,202505,OuFasyaHC01,0
DeMalSev001,202505,OuFasyaHC01,1
DeMalDth001,202505,OuFasyaHC01,0
DeMalTrt001,202505,OuFasyaHC01,30
DeMalLln001,202505,OuFasyaHC01,41
DeMalStk001,202505,OuFasyaHC01,0
DeMalExp001,202505,OuFasyaHC01,1
DeMalRec001,202505,OuFasyaHC01,1
DeMalInd001,202505,OuFasyaHC01,26
DeMalImp001,202505,OuFasyaHC01,4
DePopEst001,202505,OuFasyaHC01,24389
DeMalSus001,202506,OuFasyaHC01,252
DeMalRdt001,202506,OuFasyaHC01,142
DeMalMic001,202506,OuFasyaHC01,60
DeMalPos001,202506,OuFasyaHC01,34
DeMalPf0001,202506,OuFasyaHC01,29
DeMalPv0001,202506,OuFasyaHC01,4
DeMalMix001,202506,OuFasyaHC01,1
DeMalSev001,202506,OuFasyaHC01,1
DeMalDth001,202506,OuFasyaHC01,0
DeMalTrt001,202506,OuFasyaHC01,33
DeMalLln001,202506,OuFasyaHC01,8
DeMalStk001,202506,OuFasyaHC01,2
DeMalExp001,202506,OuFasyaHC01,1
DeMalRec001,202506,OuFasyaHC01,1
DeMalInd001,202506,OuFasyaHC01,31
DeMalImp001,202506,OuFasyaHC01,3
DePopEst001,202506,OuFasyaHC01,24389
DeMalSus001,202507,OuFasyaHC01,185
DeMalRdt001,202507,OuFasyaHC01,136
DeMalMic001,202507,OuFasyaHC01,24
DeMalPos001,202507,OuFasyaHC01,23
DeMalPf0001,202507,OuFasyaHC01,18
DeMalPv0001,202507,OuFasyaHC01,5
DeMalMix001,202507,OuFasyaHC01,0
DeMalSev001,202507,OuFasyaHC01,1
DeMalDth001,202507,OuFasyaHC01,0
DeMalTrt001,202507,OuFasyaHC01,23
DeMalLln001,202507,OuFasyaHC01,9
DeMalStk001,202507,OuFasyaHC01,2
DeMalExp001,202507,OuFasyaHC01,1
DeMalRec001,202507,OuFasyaHC01,1
DeMalInd001,202507,OuFasyaHC01,21
DeMalImp001,202507,OuFasyaHC01,2
DePopEst001,202507,OuFasyaHC01,24389
DeMalSus001,202508,OuFasyaHC01,86
DeMalRdt001,202508,OuFasyaHC01,66
DeMalMic001,202508,OuFasyaHC01,12
DeMalPos001,202508,OuFasyaHC01,13
DeMalPf0001,202508,OuFasyaHC01,11
DeMalPv0001,202508,OuFasyaHC01,2
DeMalMix001,202508,OuFasyaHC01,0
DeMalSev001,202508,OuFasyaHC01,0
DeMalDth001,202508,OuFasyaHC01,0
DeMalTrt001,202508,OuFasyaHC01,13
DeMalLln001,202508,OuFasyaHC01,7
DeMalStk001,202508,OuFasyaHC01,0
DeMalExp001,202508,OuFasyaHC01,1
DeMalRec001,202508,OuFasyaHC01,1
DeMalInd001,202508,OuFasyaHC01,12
DeMalImp001,202508,OuFasyaHC01,1
DePopEst001,202508,OuFasyaHC01,24389
DeMalSus001,202509,OuFasyaHC01,241
DeMalRdt001,202509,OuFasyaHC01,132
DeMalMic001,202509,OuFasyaHC01,53
DeMalPos001,202509,OuFasyaHC01,36
DeMalPf0001,202509,OuFasyaHC01,28
DeMalPv0001,202509,OuFasyaHC01,8
DeMalMix001,202509,OuFasyaHC01,0
DeMalSev001,202509,OuFasyaHC01,3
DeMalDth001,202509,OuFasyaHC01,0
DeMalTrt001,202509,OuFasyaHC01,35
DeMalLln001,202509,OuFasyaHC01,17
DeMalStk001,202509,OuFasyaHC01,0
DeMalExp001,202509,OuFasyaHC01,1
DeMalRec001,202509,OuFasyaHC01,1
DeMalInd001,202509,OuFasyaHC01,31
DeMalImp001,202509,OuFasyaHC01,5
DePopEst001,202509,OuFasyaHC01,24389
DeMalSus001,202510,OuFasyaHC01,106
DeMalRdt001,202510,OuFasyaHC01,72
DeMalMic001,202510,OuFasyaHC01,22
DeMalPos001,202510,OuFasyaHC01,17
DeMalPf0001,202510,OuFasyaHC01,14
DeMalPv0001,202510,OuFasyaHC01,3
DeMalMix001,202510,OuFasyaHC01,0
DeMalSev001,202510,OuFasyaHC01,1
DeMalDth001,202510,OuFasyaHC01,0
DeMalTrt001,202510,OuFasyaHC01,17
DeMalLln001,202510,OuFasyaHC01,34
DeMalStk001,202510,OuFasyaHC01,0
DeMalExp001,202510,OuFasyaHC01,1
DeMalRec001,202510,OuFasyaHC01,1
DeMalInd001,202510,OuFasyaHC01,14
DeMalImp001,202510,OuFasyaHC01,3
DePopEst001,202510,OuFasyaHC01,24389
DeMalSus001,202511,OuFasyaHC01,80
DeMalRdt001,202511,OuFasyaHC01,49
DeMalMic001,202511,OuFasyaHC01,13
DeMalPos001,202511,OuFasyaHC01,11
DeMalPf0001,202511,OuFasyaHC01,8
DeMalPv0001,202511,OuFasyaHC01,3
DeMalMix001,202511,OuFasyaHC01,0
DeMalSev001,202511,OuFasyaHC01,0
DeMalDth001,202511,OuFasyaHC01,0
DeMalTrt001,202511,OuFasyaHC01,11
DeMalLln001,202511,OuFasyaHC01,19
DeMalStk001,202511,OuFasyaHC01,0
DeMalExp001,202511,OuFasyaHC01,1
DeMalRec001,202511,OuFasyaHC01,1
DeMalInd001,202511,OuFasyaHC01,10
DeMalImp001,202511,OuFasyaHC01,1
DePopEst001,202511,OuFasyaHC01,24389
DeMalSus001,202512,OuFasyaHC01,38
DeMalRdt001,202512,OuFasyaHC01,21
DeMalMic001,202512,OuFasyaHC01,9
DeMalPos001,202512,OuFasyaHC01,5
DeMalPf0001,202512,OuFasyaHC01,4
DeMalPv0001,202512,OuFasyaHC01,1
DeMalMix001,202512,OuFasyaHC01,0
DeMalSev001,202512,OuFasyaHC01,0
DeMalDth001,202512,OuFasyaHC01,0
DeMalTrt001,202512,OuFasyaHC01,5
DeMalLln001,202512,OuFasyaHC01,33
DeMalStk001,202512,OuFasyaHC01,0
DeMalExp001,202512,OuFasyaHC01,1
DeMalRec001,202512,OuFasyaHC01,1
DeMalInd001,202512,OuFasyaHC01,5
DeMalImp001,202512,OuFasyaHC01,0
DePopEst001,202512,OuFasyaHC01,24389
DeMalSus001,202401,OuAziznHC01,64
DeMalRdt001,202401,OuAziznHC01,50
DeMalMic001,202401,OuAziznHC01,8
DeMalPos001,202401,OuAziznHC01,7
DeMalPf0001,202401,OuAziznHC01,6
DeMalPv0001,202401,OuAziznHC01,1
DeMalMix001,202401,OuAziznHC01,0
DeMalSev001,202401,OuAziznHC01,1
DeMalDth001,202401,OuAziznHC01,0
DeMalTrt001,202401,OuAziznHC01,7
DeMalLln001,202401,OuAziznHC01,11
DeMalStk001,202401,OuAziznHC01,0
DeMalExp001,202401,OuAziznHC01,1
DeMalRec001,202401,OuAziznHC01,1
DeMalInd001,202401,OuAziznHC01,6
DeMalImp001,202401,OuAziznHC01,1
DePopEst001,202401,OuAziznHC01,21300
DeMalSus001,202402,OuAziznHC01,34
DeMalRdt001,202402,OuAziznHC01,23
DeMalMic001,202402,OuAziznHC01,8
DeMalPos001,202402,OuAziznHC01,5
DeMalPf0001,202402,OuAziznHC01,4
DeMalPv0001,202402,OuAziznHC01,1
DeMalMix001,202402,OuAziznHC01,0
DeMalSev001,202402,OuAziznHC01,0
DeMalDth001,202402,OuAziznHC01,0
DeMalTrt001,202402,OuAziznHC01,5
DeMalLln001,202402,OuAziznHC01,12
DeMalStk001,202402,OuAziznHC01,0
DeMalExp001,202402,OuAziznHC01,1
DeMalRec001,202402,OuAziznHC01,1
DeMalInd001,202402,OuAziznHC01,5
DeMalImp001,202402,OuAziznHC01,0
DePopEst001,202402,OuAziznHC01,21300
DeMalSus001,202403,OuAziznHC01,68
DeMalRdt001,202403,OuAziznHC01,45
DeMalMic001,202403,OuAziznHC01,10
DeMalPos001,202403,OuAziznHC01,9
DeMalPf0001,202403,OuAziznHC01,8
DeMalPv0001,202403,OuAziznHC01,1
DeMalMix001,202403,OuAziznHC01,0
DeMalSev001,202403,OuAziznHC01,0
DeMalDth001,202403,OuAziznHC01,0
DeMalTrt001,202403,OuAziznHC01,9
DeMalLln001,202403,OuAziznHC01,4
DeMalStk001,202403,OuAziznHC01,0
DeMalExp001,202403,OuAziznHC01,1
DeMalRec001,202403,OuAziznHC01,1
DeMalInd001,202403,OuAziznHC01,8
DeMalImp001,202403,OuAziznHC01,1
DePopEst001,202403,OuAziznHC01,21300
DeMalSus001,202404,OuAziznHC01,105
DeMalRdt001,202404,OuAziznHC01,69
DeMalMic001,202404,OuAziznHC01,31
DeMalPos001,202404,OuAziznHC01,19
DeMalPf0001,202404,OuAziznHC01,15
DeMalPv0001,202404,OuAziznHC01,3
DeMalMix001,202404,OuAziznHC01,1
DeMalSev001,202404,OuAziznHC01,1
DeMalDth001,202404,OuAziznHC01,0
DeMalTrt001,202404,OuAziznHC01,19
DeMalLln001,202404,OuAziznHC01,8
DeMalStk001,202404,OuAziznHC01,1
DeMalExp001,202404,OuAziznHC01,1
DeMalRec001,202404,OuAziznHC01,1
DeMalInd001,202404,OuAziznHC01,17
DeMalImp001,202404,OuAziznHC01,2
DePopEst001,202404,OuAziznHC01,21300
DeMalSus001,202405,OuAziznHC01,123
DeMalRdt001,202405,OuAziznHC01,80
DeMalMic001,202405,OuAziznHC01,21
DeMalPos001,202405,OuAziznHC01,18
DeMalPf0001,202405,OuAziznHC01,16
DeMalPv0001,202405,OuAziznHC01,2
DeMalMix001,202405,OuAziznHC01,0
DeMalSev001,202405,OuAziznHC01,1
DeMalDth001,202405,OuAziznHC01,0
DeMalTrt001,202405,OuAziznHC01,17
DeMalLln001,202405,OuAziznHC01,70
DeMalStk001,202405,OuAziznHC01,0
DeMalExp001,202405,OuAziznHC01,1
DeMalRec001,202405,OuAziznHC01,1
DeMalInd001,202405,OuAziznHC01,15
DeMalImp001,202405,OuAziznHC01,3
DePopEst001,202405,OuAziznHC01,21300
DeMalSus001,202406,OuAziznHC01,227
DeMalRdt001,202406,OuAziznHC01,134
DeMalMic001,202406,OuAziznHC01,48
DeMalPos001,202406,OuAziznHC01,29
DeMalPf0001,202406,OuAziznHC01,24
DeMalPv0001,202406,OuAziznHC01,4
DeMalMix001,202406,OuAziznHC01,1
DeMalSev001,202406,OuAziznHC01,2
DeMalDth001,202406,OuAziznHC01,0
DeMalTrt001,202406,OuAziznHC01,29
DeMalLln001,202406,OuAziznHC01,33
DeMalStk001,202406,OuAziznHC01,0
DeMalExp001,202406,OuAziznHC01,1
DeMalRec001,202406,OuAziznHC01,1
DeMalInd001,202406,OuAziznHC01,27
DeMalImp001,202406,OuAziznHC01,2
DePopEst001,202406,OuAziznHC01,21300
DeMalSus001,202407,OuAziznHC01,249
DeMalRdt001,202407,OuAziznHC01,135
DeMalMic001,202407,OuAziznHC01,57
DeMalPos001,202407,OuAziznHC01,31
DeMalPf0001,202407,OuAziznHC01,23
DeMalPv0001,202407,OuAziznHC01,8
DeMalMix001,202407,OuAziznHC01,0
DeMalSev001,202407,OuAziznHC01,1
DeMalDth001,202407,OuAziznHC01,0
DeMalTrt001,202407,OuAziznHC01,31
DeMalLln001,202407,OuAziznHC01,12
DeMalStk001,202407,OuAziznHC01,0
DeMalExp001,202407,OuAziznHC01,1
DeMalRec001,202407,OuAziznHC01,1
DeMalInd001,202407,OuAziznHC01,26
DeMalImp001,202407,OuAziznHC01,5
DePopEst001,202407,OuAziznHC01,21300
DeMalSus001,202408,OuAziznHC01,350
DeMalRdt001,202408,OuAziznHC01,213
DeMalMic001,202408,OuAziznHC01,72
DeMalPos001,202408,OuAziznHC01,29
DeMalPf0001,202408,OuAziznHC01,23
DeMalPv0001,202408,OuAziznHC01,5
DeMalMix001,202408,OuAziznHC01,1
DeMalSev001,202408,OuAziznHC01,2
DeMalDth001,202408,OuAziznHC01,0
DeMalTrt001,202408,OuAziznHC01,29
DeMalLln001,202408,OuAziznHC01,16
DeMalStk001,202408,OuAziznHC01,1
DeMalExp001,202408,OuAziznHC01,1
DeMalRec001,202408,OuAziznHC01,1
DeMalInd001,202408,OuAziznHC01,25
DeMalImp001,202408,OuAziznHC01,4
DePopEst001,202408,OuAziznHC01,21300
DeMalSus001,202409,OuAziznHC01,119
DeMalRdt001,202409,OuAziznHC01,88
DeMalMic001,202409,OuAziznHC01,14
DeMalPos001,202409,OuAziznHC01,18
DeMalPf0001,202409,OuAziznHC01,15
DeMalPv0001,202409,OuAziznHC01,3
DeMalMix001,202409,OuAziznHC01,0
DeMalSev001,202409,OuAziznHC01,1
DeMalDth001,202409,OuAziznHC01,0
DeMalTrt001,202409,OuAziznHC01,18
DeMalLln001,202409,OuAziznHC01,5
DeMalStk001,202409,OuAziznHC01,0
DeMalExp001,202409,OuAziznHC01,1
DeMalRec001,202409,OuAziznHC01,1
DeMalInd001,202409,OuAziznHC01,15
DeMalImp001,202409,OuAziznHC01,3
DePopEst001,202409,OuAziznHC01,21300
DeMalSus001,202410,OuAziznHC01,102
DeMalRdt001,202410,OuAziznHC01,72
DeMalMic001,202410,OuAziznHC01,12
DeMalPos001,202410,OuAziznHC01,15
DeMalPf0001,202410,OuAziznHC01,12
DeMalPv0001,202410,OuAziznHC01,2
DeMalMix001,202410,OuAziznHC01,1
DeMalSev001,202410,OuAziznHC01,0
DeMalDth001,202410,OuAziznHC01,0
DeMalTrt001,202410,OuAziznHC01,14
DeMalLln001,202410,OuAziznHC01,21
DeMalStk001,202410,OuAziznHC01,2
DeMalExp001,202410,OuAziznHC01,1
DeMalRec001,202410,OuAziznHC01,1
DeMalInd001,202410,OuAziznHC01,13
DeMalImp001,202410,OuAziznHC01,2
DePopEst001,202410,OuAziznHC01,21300
DeMalSus001,202411,OuAziznHC01,61
DeMalRdt001,202411,OuAziznHC01,48
DeMalMic001,202411,OuAziznHC01,10
DeMalPos001,202411,OuAziznHC01,9
DeMalPf0001,202411,OuAziznHC01,7
DeMalPv0001,202411,OuAziznHC01,2
DeMalMix001,202411,OuAziznHC01,0
DeMalSev001,202411,OuAziznHC01,0
DeMalDth001,202411,OuAziznHC01,0
DeMalTrt001,202411,OuAziznHC01,9
DeMalLln001,202411,OuAziznHC01,28
DeMalStk001,202411,OuAziznHC01,0
DeMalExp001,202411,OuAziznHC01,1
DeMalRec001,202411,OuAziznHC01,1
DeMalInd001,202411,OuAziznHC01,8
DeMalImp001,202411,OuAziznHC01,1
DePopEst001,202411,OuAziznHC01,21300
DeMalSus001,202412,OuAziznHC01,39
DeMalRdt001,202412,OuAziznHC01,29
DeMalMic001,202412,OuAziznHC01,5
DeMalPos001,202412,OuAziznHC01,6
DeMalPf0001,202412,OuAziznHC01,5
DeMalPv0001,202412,OuAziznHC01,1
DeMalMix001,202412,OuAziznHC01,0
DeMalSev001,202412,OuAziznHC01,0
DeMalDth001,202412,OuAziznHC01,0
DeMalTrt001,202412,OuAziznHC01,6
DeMalLln001,202412,OuAziznHC01,19
DeMalStk001,202412,OuAziznHC01,0
DeMalExp001,202412,OuAziznHC01,1
DeMalRec001,202412,OuAziznHC01,1
DeMalInd001,202412,OuAziznHC01,5
DeMalImp001,202412,OuAziznHC01,1
DePopEst001,202412,OuAziznHC01,21300
DeMalSus001,202501,OuAziznHC01,29
DeMalRdt001,202501,OuAziznHC01,22
DeMalMic001,202501,OuAziznHC01,3
DeMalPos001,202501,OuAziznHC01,4
DeMalPf0001,202501,OuAziznHC01,3
DeMalPv0001,202501,OuAziznHC01,1
DeMalMix001,202501,OuAziznHC01,0
DeMalSev001,202501,OuAziznHC01,0
DeMalDth001,202501,OuAziznHC01,0
DeMalTrt001,202501,OuAziznHC01,4
DeMalLln001,202501,OuAziznHC01,12
DeMalStk001,202501,OuAziznHC01,0
DeMalExp001,202501,OuAziznHC01,1
DeMalRec001,202501,OuAziznHC01,1
DeMalInd001,202501,OuAziznHC01,3
DeMalImp001,202501,OuAziznHC01,1
DePopEst001,202501,OuAziznHC01,21556
DeMalSus001,202502,OuAziznHC01,49
DeMalRdt001,202502,OuAziznHC01,30
DeMalMic001,202502,OuAziznHC01,11
DeMalPos001,202502,OuAziznHC01,7
DeMalPf0001,202502,OuAziznHC01,6
DeMalPv0001,202502,OuAziznHC01,1
DeMalMix001,202502,OuAziznHC01,0
DeMalSev001,202502,OuAziznHC01,0
DeMalDth001,202502,OuAziznHC01,0
DeMalTrt001,202502,OuAziznHC01,7
DeMalLln001,202502,OuAziznHC01,4
DeMalStk001,202502,OuAziznHC01,0
DeMalExp001,202502,OuAziznHC01,1
DeMalRec001,202502,OuAziznHC01,1
DeMalInd001,202502,OuAziznHC01,6
DeMalImp001,202502,OuAziznHC01,1
DePopEst001,202502,OuAziznHC01,21556
DeMalSus001,202503,OuAziznHC01,77
DeMalRdt001,202503,OuAziznHC01,55
DeMalMic001,202503,OuAziznHC01,11
DeMalPos001,202503,OuAziznHC01,9
DeMalPf0001,202503,OuAziznHC01,7
DeMalPv0001,202503,OuAziznHC01,2
DeMalMix001,202503,OuAziznHC01,0
DeMalSev001,202503,OuAziznHC01,1
DeMalDth001,202503,OuAziznHC01,0
DeMalTrt001,202503,OuAziznHC01,9
DeMalLln001,202503,OuAziznHC01,2
DeMalStk001,202503,OuAziznHC01,0
DeMalExp001,202503,OuAziznHC01,1
DeMalRec001,202503,OuAziznHC01,1
DeMalInd001,202503,OuAziznHC01,8
DeMalImp001,202503,OuAziznHC01,1
DePopEst001,202503,OuAziznHC01,21556
DeMalSus001,202504,OuAziznHC01,121
DeMalRdt001,202504,OuAziznHC01,72
DeMalMic001,202504,OuAziznHC01,29
DeMalPos001,202504,OuAziznHC01,15
DeMalPf0001,202504,OuAziznHC01,12
DeMalPv0001,202504,OuAziznHC01,3
DeMalMix001,202504,OuAziznHC01,0
DeMalSev001,202504,OuAziznHC01,0
DeMalDth001,202504,OuAziznHC01,0
DeMalTrt001,202504,OuAziznHC01,15
DeMalLln001,202504,OuAziznHC01,157
DeMalStk001,202504,OuAziznHC01,2
DeMalExp001,202504,OuAziznHC01,1
DeMalRec001,202504,OuAziznHC01,1
DeMalInd001,202504,OuAziznHC01,13
DeMalImp001,202504,OuAziznHC01,2
DePopEst001,202504,OuAziznHC01,21556
DeMalSus001,202505,OuAziznHC01,153
DeMalRdt001,202505,OuAziznHC01,99
DeMalMic001,202505,OuAziznHC01,22
DeMalPos001,202505,OuAziznHC01,19
DeMalPf0001,202505,OuAziznHC01,16
DeMalPv0001,202505,OuAziznHC01,3
DeMalMix001,202505,OuAziznHC01,0
DeMalSev001,202505,OuAziznHC01,1
DeMalDth001,202505,OuAziznHC01,0
DeMalTrt001,202505,OuAziznHC01,19
DeMalLln001,202505,OuAziznHC01,133
DeMalStk001,202505,OuAziznHC01,0
DeMalExp001,202505,OuAziznHC01,1
DeMalRec001,202505,OuAziznHC01,1
DeMalInd001,202505,OuAziznHC01,16
DeMalImp001,202505,OuAziznHC01,3
DePopEst001,202505,OuAziznHC01,21556
DeMalSus001,202506,OuAziznHC01,189
DeMalRdt001,202506,OuAziznHC01,118
DeMalMic001,202506,OuAziznHC01,38
DeMalPos001,202506,OuAziznHC01,25
DeMalPf0001,202506,OuAziznHC01,20
DeMalPv0001,202506,OuAziznHC01,5
DeMalMix001,202506,OuAziznHC01,0
DeMalSev001,202506,OuAziznHC01,1
DeMalDth001,202506,OuAziznHC01,0
DeMalTrt001,202506,OuAziznHC01,25
DeMalLln001,202506,OuAziznHC01,167
DeMalStk001,202506,OuAziznHC01,1
DeMalExp001,202506,OuAziznHC01,1
DeMalRec001,202506,OuAziznHC01,1
DeMalInd001,202506,OuAziznHC01,21
DeMalImp001,202506,OuAziznHC01,4
DePopEst001,202506,OuAziznHC01,21556
DeMalSus001,202507,OuAziznHC01,196
DeMalRdt001,202507,OuAziznHC01,115
DeMalMic001,202507,OuAziznHC01,50
DeMalPos001,202507,OuAziznHC01,26
DeMalPf0001,202507,OuAziznHC01,22
DeMalPv0001,202507,OuAziznHC01,4
DeMalMix001,202507,OuAziznHC01,0
DeMalSev001,202507,OuAziznHC01,1
DeMalDth001,202507,OuAziznHC01,0
DeMalTrt001,202507,OuAziznHC01,26
DeMalLln001,202507,OuAziznHC01,12
DeMalStk001,202507,OuAziznHC01,0
DeMalExp001,202507,OuAziznHC01,1
DeMalRec001,202507,OuAziznHC01,1
DeMalInd001,202507,OuAziznHC01,24
DeMalImp001,202507,OuAziznHC01,2
DePopEst001,202507,OuAziznHC01,21556
DeMalSus001,202508,OuAziznHC01,183
DeMalRdt001,202508,OuAziznHC01,101
DeMalMic001,202508,OuAziznHC01,45
DeMalPos001,202508,OuAziznHC01,26
DeMalPf0001,202508,OuAziznHC01,22
DeMalPv0001,202508,OuAziznHC01,4
DeMalMix001,202508,OuAziznHC01,0
DeMalSev001,202508,OuAziznHC01,2
DeMalDth001,202508,OuAziznHC01,0
DeMalTrt001,202508,OuAziznHC01,26
DeMalLln001,202508,OuAziznHC01,20
DeMalStk001,202508,OuAziznHC01,1
DeMalExp001,202508,OuAziznHC01,1
DeMalRec001,202508,OuAziznHC01,1
DeMalInd001,202508,OuAziznHC01,25
DeMalImp001,202508,OuAziznHC01,1
DePopEst001,202508,OuAziznHC01,21556
DeMalSus001,202509,OuAziznHC01,206
DeMalRdt001,202509,OuAziznHC01,124
DeMalMic001,202509,OuAziznHC01,34
DeMalPos001,202509,OuAziznHC01,27
DeMalPf0001,202509,OuAziznHC01,23
DeMalPv0001,202509,OuAziznHC01,4
DeMalMix001,202509,OuAziznHC01,0
DeMalSev001,202509,OuAziznHC01,1
DeMalDth001,202509,OuAziznHC01,0
DeMalTrt001,202509,OuAziznHC01,27
DeMalLln001,202509,OuAziznHC01,16
DeMalStk001,202509,OuAziznHC01,0
DeMalExp001,202509,OuAziznHC01,1
DeMalRec001,202509,OuAziznHC01,1
DeMalInd001,202509,OuAziznHC01,25
DeMalImp001,202509,OuAziznHC01,2
DePopEst001,202509,OuAziznHC01,21556
DeMalSus001,202510,OuAziznHC01,150
DeMalRdt001,202510,OuAziznHC01,97
DeMalMic001,202510,OuAziznHC01,18
DeMalPos001,202510,OuAziznHC01,18
DeMalPf0001,202510,OuAziznHC01,15
DeMalPv0001,202510,OuAziznHC01,3
DeMalMix001,202510,OuAziznHC01,0
DeMalSev001,202510,OuAziznHC01,1
DeMalDth001,202510,OuAziznHC01,0
DeMalTrt001,202510,OuAziznHC01,18
DeMalLln001,202510,OuAziznHC01,23
DeMalStk001,202510,OuAziznHC01,0
DeMalExp001,202510,OuAziznHC01,1
DeMalRec001,202510,OuAziznHC01,1
DeMalInd001,202510,OuAziznHC01,15
DeMalImp001,202510,OuAziznHC01,3
DePopEst001,202510,OuAziznHC01,21556
DeMalSus001,202511,OuAziznHC01,64
DeMalRdt001,202511,OuAziznHC01,49
DeMalMic001,202511,OuAziznHC01,11
DeMalPos001,202511,OuAziznHC01,11
DeMalPf0001,202511,OuAziznHC01,8
DeMalPv0001,202511,OuAziznHC01,3
DeMalMix001,202511,OuAziznHC01,0
DeMalSev001,202511,OuAziznHC01,0
DeMalDth001,202511,OuAziznHC01,0
DeMalTrt001,202511,OuAziznHC01,10
DeMalLln001,202511,OuAziznHC01,28
DeMalStk001,202511,OuAziznHC01,0
DeMalExp001,202511,OuAziznHC01,1
DeMalRec001,202511,OuAziznHC01,1
DeMalInd001,202511,OuAziznHC01,10
DeMalImp001,202511,OuAziznHC01,1
DePopEst001,202511,OuAziznHC01,21556
DeMalSus001,202512,OuAziznHC01,26
DeMalRdt001,202512,OuAziznHC01,17
DeMalMic001,202512,OuAziznHC01,4
DeMalPos001,202512,OuAziznHC01,4
DeMalPf0001,202512,OuAziznHC01,3
DeMalPv0001,202512,OuAziznHC01,1
DeMalMix001,202512,OuAziznHC01,0
DeMalSev001,202512,OuAziznHC01,0
DeMalDth001,202512,OuAziznHC01,0
DeMalTrt001,202512,OuAziznHC01,4
DeMalLln001,202512,OuAziznHC01,29
DeMalStk001,202512,OuAziznHC01,0
DeMalExp001,202512,OuAziznHC01,1
DeMalRec001,202512,OuAziznHC01,1
DeMalInd001,202512,OuAziznHC01,3
DeMalImp001,202512,OuAziznHC01,1
DePopEst001,202512,OuAziznHC01,21556
DeMalSus001,202401,OuAlikaHC01,36
DeMalRdt001,202401,OuAlikaHC01,28
DeMalMic001,202401,OuAlikaHC01,4
DeMalPos001,202401,OuAlikaHC01,6
DeMalPf0001,202401,OuAlikaHC01,5
DeMalPv0001,202401,OuAlikaHC01,1
DeMalMix001,202401,OuAlikaHC01,0
DeMalSev001,202401,OuAlikaHC01,0
DeMalDth001,202401,OuAlikaHC01,0
DeMalTrt001,202401,OuAlikaHC01,6
DeMalLln001,202401,OuAlikaHC01,12
DeMalStk001,202401,OuAlikaHC01,2
DeMalExp001,202401,OuAlikaHC01,1
