org_unit_uid,facility,upazila,period,population,rainfall_mm,temperature_c,humidity_pct,suspected_cases,tests_rdt,tests_microscopy,confirmed_cases,pf_cases,pv_cases,mixed_cases,severe_cases,malaria_deaths,cases_treated,llins_distributed,stockout_days,reports_expected,reports_received,indigenous_cases,imported_cases
OuChandrHC1,Chandraghona Health Centre,Kaptai,202508,27628,364,26.7,84,98,64,29,15,11,4,0,1,0,15,26,2,1,1,13,2
OuChandrHC1,Chandraghona Health Centre,Kaptai,202509,27628,256,24.5,85,124,98,19,17,14,3,0,1,0,17,13,3,1,1,15,2
OuChandrHC1,Chandraghona Health Centre,Kaptai,202510,27628,201,23.7,78,118,68,25,15,11,4,0,1,0,14,29,0,1,1,13,2
OuChandrHC1,Chandraghona Health Centre,Kaptai,202511,27628,119,23.7,76,77,43,16,9,8,1,0,0,0,9,3,0,1,1,8,1
OuChandrHC1,Chandraghona Health Centre,Kaptai,202512,27628,87,23.6,78,57,42,6,7,6,1,0,0,0,7,14,1,1,1,6,1
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202401,52500,41,25.2,76,32,20,8,6,5,1,0,0,0,6,21,0,1,1,6,0
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202402,52500,39,26.6,78,39,26,8,7,6,1,0,0,0,7,21,0,1,1,6,1
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202403,52500,126,28.6,79,99,58,19,13,10,3,0,1,0,13,33,3,1,1,12,1
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202404,52500,175,28.2,78,96,66,12,15,11,3,1,1,0,15,123,1,1,1,13,2
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202405,52500,304,28.7,92,232,148,54,34,30,4,0,2,0,34,163,1,1,1,29,5
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202406,52500,341,29.2,82,196,133,49,36,29,7,0,2,0,36,5,0,1,1,32,4
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202407,52500,414,27.9,89,184,102,46,31,23,8,0,1,0,31,31,0,1,1,29,2
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202408,52500,364,26.7,91,211,116,45,33,24,9,0,3,0,33,27,3,1,1,29,4
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202409,52500,273,24.9,85,187,100,42,27,21,6,0,2,0,27,5,0,1,1,25,2
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202410,52500,225,23.9,84,182,125,21,25,21,4,0,1,0,24,20,0,1,1,24,1
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202411,52500,133,23.1,78,90,69,15,17,13,4,0,1,0,16,8,2,1,1,15,2
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202412,52500,80,23.1,79,41,27,5,7,5,2,0,0,0,6,33,0,1,1,6,1
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202501,53130,33,23.3,74,45,37,5,8,7,1,0,0,0,8,0,0,1,1,7,1
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202502,53130,80,25.9,81,49,37,8,9,7,2,0,0,0,9,31,0,1,1,8,1
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202503,53130,142,28.7,76,75,46,21,13,10,2,1,1,0,13,27,1,1,1,11,2
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202504,53130,246,29.7,86,175,121,18,28,22,6,0,2,0,28,72,0,1,1,25,3
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202505,53130,260,30.1,88,171,93,44,31,26,5,0,1,0,31,101,0,1,1,29,2
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202506,53130,341,29.3,86,270,155,53,39,30,9,0,2,0,39,38,0,1,1,36,3
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202507,53130,399,28.1,88,725,451,133,108,94,14,0,3,0,108,30,1,1,1,101,7
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202508,53130,414,27.1,94,364,229,62,52,43,9,0,4,0,52,24,0,1,1,46,6
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202509,53130,276,24.9,89,172,109,44,33,27,6,0,1,0,32,22,0,1,1,30,3
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202510,53130,217,23.6,85,111,65,21,17,13,4,0,1,0,17,26,0,1,1,15,2
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202511,53130,139,23.1,77,76,48,10,11,9,2,0,0,0,11,2,2,1,1,10,1
OuBaghaiHC1,Baghaichhari Health Complex,Baghaichhari,202512,53130,72,23.3,81,39,28,5,7,5,2,0,1,0,6,21,0,1,1,6,1
OuMarishHC1,Marishya Health Centre,Baghaichhari,202401,28600,15,26.5,76,32,19,8,5,4,1,0,0,0,4,10,0,1,1,4,1
OuMarishHC1,Marishya Health Centre,Baghaichhari,202402,28600,86,27.3,76,56,45,8,10,8,2,0,1,0,10,28,0,1,1,9,1
OuMarishHC1,Marishya Health Centre,Baghaichhari,202403,28600,157,28.6,78,120,85,17,19,14,5,0,1,0,18,28,0,1,1,18,1
OuMarishHC1,Marishya Health Centre,Baghaichhari,202404,28600,189,29.2,84,158,109,25,23,17,5,1,1,0,23,153,0,1,1,21,2
OuMarishHC1,Marishya Health Centre,Baghaichhari,202405,28600,332,29.6,90,167,115,19,25,20,4,1,1,0,25,176,0,1,1,24,1
OuMarishHC1,Marishya Health Centre,Baghaichhari,202406,28600,327,29.3,86,187,105,39,27,24,3,0,2,0,27,16,3,1,1,23,4
OuMarishHC1,Marishya Health Centre,Baghaichhari,202407,28600,408,27.8,91,182,128,35,29,25,4,0,1,0,29,11,0,1,1,26,3
OuMarishHC1,Marishya Health Centre,Baghaichhari,202408,28600,356,26.8,90,125,81,22,19,14,5,0,2,0,19,34,0,1,1,18,1
OuMarishHC1,Marishya Health Centre,Baghaichhari,202409,28600,293,24.5,84,182,135,26,35,26,8,1,2,0,35,25,0,1,1,30,5
OuMarishHC1,Marishya Health Centre,Baghaichhari,202410,28600,203,23.5,84,167,111,16,24,19,5,0,2,0,24,0,0,1,1,21,3
OuMarishHC1,Marishya Health Centre,Baghaichhari,202411,28600,104,23.3,77,81,55,19,12,9,3,0,1,0,11,33,2,1,1,11,1
OuMarishHC1,Marishya Health Centre,Baghaichhari,202412,28600,61,23.7,77,48,35,9,9,7,2,0,0,0,9,3,0,1,1,8,1
OuMarishHC1,Marishya Health Centre,Baghaichhari,202501,28943,15,24.9,76,54,32,11,8,7,1,0,1,0,8,25,0,1,1,7,1
OuMarishHC1,Marishya Health Centre,Baghaichhari,202502,28943,27,26.8,66,48,28,12,7,6,1,0,0,0,7,30,2,1,1,6,1
OuMarishHC1,Marishya Health Centre,Baghaichhari,202503,28943,138,28.3,76,89,53,15,17,13,3,1,1,0,17,6,2,1,1,16,1
OuMarishHC1,Marishya Health Centre,Baghaichhari,202504,28943,232,29.3,85,146,79,35,24,19,5,0,1,0,24,164,0,1,1,23,1
OuMarishHC1,Marishya Health Centre,Baghaichhari,202505,28943,304,29.8,83,169,102,29,28,21,7,0,1,0,28,121,2,1,1,25,3
OuMarishHC1,Marishya Health Centre,Baghaichhari,202506,28943,369,27.8,89,191,111,50,35,26,9,0,1,0,35,92,2,1,1,30,5
OuMarishHC1,Marishya Health Centre,Baghaichhari,202507,28943,414,27.6,90,302,204,55,51,38,13,0,3,0,51,6,0,1,1,48,3
OuMarishHC1,Marishya Health Centre,Baghaichhari,202508,28943,380,27.3,89,383,263,73,46,38,8,0,3,0,46,13,0,1,1,42,4
OuMarishHC1,Marishya Health Centre,Baghaichhari,202509,28943,283,24.8,85,151,104,35,24,21,3,0,1,0,24,26,0,1,1,22,2
OuMarishHC1,Marishya Health Centre,Baghaichhari,202510,28943,223,23.5,87,122,78,23,21,18,2,1,2,0,21,6,0,1,1,20,1
OuMarishHC1,Marishya Health Centre,Baghaichhari,202511,28943,106,23.2,80,79,55,13,13,11,2,0,1,0,13,20,0,1,1,12,1
OuMarishHC1,Marishya Health Centre,Baghaichhari,202512,28943,66,21.9,74,63,49,9,10,7,3,0,1,0,10,8,0,1,1,10,0
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202401,31900,53,24.9,78,64,44,9,7,6,1,0,0,0,7,24,0,1,1,6,1
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202402,31900,50,27.2,78,23,17,4,4,3,1,0,0,0,4,0,0,1,1,4,0
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202403,31900,148,28.3,72,106,84,15,16,12,4,0,1,0,15,18,1,1,1,15,1
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202404,31900,174,28.4,78,145,84,34,20,16,4,0,2,0,20,75,0,1,1,19,1
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202405,31900,268,30.4,79,199,106,48,28,22,6,0,1,0,28,0,0,1,1,25,3
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202406,31900,341,29.1,86,176,117,45,35,31,3,1,2,0,35,88,1,1,1,31,4
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202407,31900,362,28.0,89,291,168,56,39,30,9,0,3,0,39,24,0,1,1,36,3
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202408,31900,399,26.5,89,285,184,40,40,33,6,1,2,0,40,18,0,1,1,37,3
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202409,31900,266,25.6,80,125,92,23,23,18,5,0,1,0,22,17,0,1,1,21,2
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202410,31900,209,24.3,82,123,85,17,20,17,2,1,1,0,20,26,0,1,1,18,2
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202411,31900,171,24.3,80,83,47,18,11,8,3,0,0,0,10,10,0,1,1,10,1
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202412,31900,99,23.7,75,58,39,12,9,8,1,0,1,0,8,17,3,1,1,8,1
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202501,32283,46,24.7,77,31,19,5,5,4,1,0,0,0,5,13,3,1,1,4,1
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202502,32283,60,26.7,75,59,43,6,9,8,1,0,0,0,8,8,0,1,1,8,1
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202503,32283,162,27.3,79,68,48,14,12,10,1,1,1,0,11,28,3,1,1,11,1
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202504,32283,236,28.8,79,120,76,23,19,16,2,1,2,0,19,172,0,1,1,18,1
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202505,32283,287,29.3,87,196,117,32,26,20,6,0,2,0,26,112,3,1,1,23,3
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202506,32283,331,29.7,87,224,133,47,33,28,5,0,2,0,33,172,0,1,1,29,4
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202507,32283,407,28.0,88,251,202,32,41,33,8,0,4,1,41,35,0,1,1,37,4
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202508,32283,371,26.4,90,318,204,62,45,39,6,0,2,0,45,32,1,1,1,38,7
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202509,32283,296,24.7,81,214,126,45,26,19,7,0,1,0,26,14,2,1,1,24,2
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202510,32283,190,24.4,80,99,80,12,17,13,3,1,0,0,16,33,0,1,1,15,2
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202511,32283,125,21.3,82,72,49,10,9,7,2,0,0,0,9,27,0,1,1,8,1
OuBelaicHC1,Belaichhari Health Complex,Belaichhari,202512,32283,53,23.6,74,42,30,10,7,6,1,0,1,0,7,32,3,1,1,7,0
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202401,29400,25,24.8,72,26,18,4,4,4,0,0,0,0,4,17,0,1,1,3,1
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202402,29400,84,27.7,80,27,17,8,5,4,1,0,0,0,5,19,0,1,1,5,0
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202403,29400,120,27.4,74,67,52,10,11,9,2,0,0,0,11,11,0,1,1,10,1
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202404,29400,178,29.1,79,98,76,13,16,14,2,0,1,0,16,3,1,1,1,14,2
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202405,29400,266,30.1,80,205,117,40,31,24,7,0,3,0,31,41,0,1,1,27,4
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202406,29400,372,29.9,90,176,117,28,33,28,5,0,1,0,32,53,0,1,1,29,4
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202407,29400,389,27.6,88,306,204,39,37,27,10,0,1,0,37,14,0,1,1,31,6
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202408,29400,366,26.3,90,289,173,55,37,32,5,0,2,0,37,2,0,1,1,31,6
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202409,29400,306,23.9,87,210,159,35,31,25,6,0,1,0,30,3,0,1,1,30,1
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202410,29400,182,23.9,86,186,119,23,26,22,4,0,1,0,25,21,2,1,1,23,3
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202411,29400,130,22.9,77,62,45,9,10,9,1,0,0,0,10,17,0,1,1,9,1
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202412,29400,65,23.1,75,8,5,1,1,1,0,0,0,0,0,12,0,1,1,1,0
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202501,29753,53,24.5,75,38,24,5,5,4,1,0,0,0,5,29,2,1,1,4,1
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202502,29753,92,26.4,78,43,27,8,7,5,2,0,0,0,7,15,0,1,1,6,1
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202503,29753,118,27.7,77,70,43,12,11,8,3,0,0,0,11,10,2,1,1,10,1
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202504,29753,224,29.0,88,135,86,29,22,17,5,0,1,0,21,34,0,1,1,21,1
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202505,29753,347,30.1,84,248,164,28,34,25,9,0,2,0,33,88,0,1,1,32,2
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202506,29753,384,28.7,91,208,127,48,34,27,7,0,1,0,34,150,0,1,1,29,5
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202507,29753,398,26.8,93,239,178,42,38,30,8,0,1,0,38,19,0,1,1,36,2
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202508,29753,390,26.5,96,194,112,48,31,26,5,0,1,0,31,10,0,1,1,29,2
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202509,29753,301,25.0,88,187,138,31,29,25,4,0,1,0,29,13,0,1,1,25,4
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202510,29753,202,24.6,88,110,66,24,16,12,3,1,1,0,16,33,2,1,1,15,1
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202511,29753,131,23.6,72,84,54,18,15,13,2,0,1,0,15,18,0,1,1,14,1
OuJurachHC1,Jurachhari Health Complex,Jurachhari,202512,29753,32,23.9,71,56,40,11,9,8,1,0,0,0,8,21,0,1,1,8,1
